"submission_date","reviewer_id","product_id","product_name","product_brand","site_category_lv1","site_category_lv2","review_title","overall_rating","recommend_to_a_friend","review_text","reviewer_birth_year","reviewer_gender","reviewer_state",,,,,
"2018-01-02 05:19:57","a6577db768741c1208d40dfb892aa01a3534f2fe2469150270259663e4f846d1",18698142,"Puff Sofa Inflavel Colchonete Magico Saco Dormir Camping Verde","null","Esporte e Lazer","Camping","Pior compra que ja fiz no americanas.com",1,"No","Comprei este produto porque ja tinha um de outra marca (ZENBAG) da qual gosto muito. Escolhi esta marca porque estava barato. Que erro! Mais dificil de encher do que o original e RASGOU no segundo dia de uso, foi pro lixo, muito frágil. NÃO COMPREM ESTE PRODUTO!!!!",1978,"M","SP",,,,,
"2018-01-02 05:20:35","002a0371a6bf14bc60e721fdca84b248adb10184b8448ad4da38f4d293d61540",132148761,"Barbie Conjunto Pediatra - Mattel","mattel","Brinquedos","Barbie","Atende as expectativas",5,"Yes","Produto condiz com a descrição, satisfatório. Minha filha gostou muito.",1979,"M","PR",,,,,
"2018-01-02 05:21:30","a9af2585bd601f437eeaf251f65a453effb537683725a352db30af43585490e6",114847154,"Teclado Musical  Waldman STK-61","waldman","Instrumentos Musicais","Piano, Órgão e Teclado","Muito Bom",3,"Yes","Produto bom, com preço bacana, vale a pena o custo beneficio",1981,"M","MG",,,,,
"2018-01-02 05:21:31","c1bc2d0a801ba63006e86dd9cf3cf48cbf8c4d74c83f5ec6ec55e56395960bb7",129543938,"Smartphone Samsung Galaxy J7 Prime Dual Chip Android Tela 5.5"" 32GB 4G Câmera 13MP - Dourado","samsung","Celulares e Smartphones","Smartphone","Ótimo Produto",4,"Yes","Gostei muito do produto. Superou minhas expectativas e o prazo de entrega também foi ótimo. Chegou muito antes do previsto. Super recomendo!",1981,"M","BA",,,,,
"2018-01-02 05:21:39","7ad7ba5c3b1aacd6f293928ed58b675704053a6f5c887317b774f70a5e768b6b",25250766,"Asus Zenfone 2 Ze551ml 64gb Dual Prata","null","Miscellaneous","null",1,4,"Yes","Asus Zenfone 2 Ze551ml 64gb Dual Prata Asus Zenfone 2 Ze551ml 64gb Dual Prata (11) 14 ofertas a partir de: R$ 787,21 10x de R$ 78,72 sem juros porque vcs anunciam esse perço qd na verdade e outro",1975,"F","SP",,,,,
"2018-01-02 05:23:02","c18ba237d812e5fd6455d8abfcd8b4b516f385e16ad5999969c2d7c257f45497",128011681,"Smartphone Samsung Galaxy J7 Metal Dual Chip Android 6.0 Tela 5.5"" 16GB 4G Câmera 13MP - Preto","samsung","Celulares e Smartphones","Smartphone","produto muito bom.",4,"Yes","O produto é muito bom. Só que a americanas demora muito a enviar o pedido, uma semana pra sair. Mas depois que sai chega rápido.",1985,"M","ES",,,,,
"2018-01-02 05:23:06","c549978ab0d685efa538bd43de5a279b440b00e091231a60c5c2bb924b63e290",131756641,"Smartphone Lg K10 Power Dual Chip Android Tela 5,5"" Octacore Android 7.0 Nougat 32GB 4G Wi-Fi Câmera 13MP - Dourado","lg","Celulares e Smartphones","Smartphone","Amei!",4,"Yes","O celular muito bom.. Supriu a expectativa, chegou de acordo com A data prevista.comprarei novamente pelo site.",1985,"F","AM",,,,,
"2018-01-02 05:24:15","7b5e8e13393af99a46083caa37298fee9b92b356a570df5322685577ae8be16f",127879075,"Fritadeira Philco Air Fry Saúde Inox PH 3 Litros Vermelho","philco","Eletroportáteis","Fritadeira Elétrica","recomendo",5,"Yes","Recebi a fritadeira antes do prazo, chegou em perfeito estado,e a fritadeira é maravilhosa, adorei meu presentre,super recomendo o site e o produto",1983,"F","SP",,,,,
"2018-01-02 05:26:00","6db9d32c4bb16ad437f388f455b81ac0a1d495b9c47b66249ec8e52ccc4f9e91",18588466,"Grill Mondial G-09 Super Grill Premium-110v","null","Eletroportáteis","Grill, Sanduicheira e Torradeira","Não posso avaliar um produto que ainda não recebi.",1,"Yes","O produto ainda não chegou, não data estimada para chegar, preciso de uma solução URGENTE.",1955,"M","RJ",,,,,
"2018-01-02 05:26:33","7f5eab28f9eb3d22a8d4cacd751fe81a7653b511fc405da7a46f373ba653123a",9768970,"Piscina Retangular Mor Premium 5.000 Litros, Lona De Pvc","null","Esporte e Lazer","Praia e Piscina","não recebi",1,"No","Porque estão anunciando vendas se não entregaram o que venderam antes ????  comprei inicio de dezembro e me informaram que não tem previsão de entrega. Tentei cancelar e não me responderam até agora. Sempre comprei das Americanas mas dessa vez pisaram na bola. Se alguem vai comprar pode sentar e esperar como eu.",1970,"F","RS",,,,,
"2018-01-02 05:27:23","31018745dd157b9bde059c3ad64863ce32f6fa9565ef1b596a7f8039244d41b0",125916485,"Smartphone Samsung Galaxy S7 Android 6.0 Tela 5.1"" 32GB 4G Câmera 12MP - Preto","samsung","Celulares e Smartphones","Smartphone","Falha com menos de um mês de utilização",2,"No","O produto é um ótimo celular, porém com menos de um mês de uso já apresentou duas falhas críticas, desligando sozinho e sendo necessário fazer o hard reset para conseguir ligá-lo de novo, com pouca ajuda da assistência técnica da empresa.",1990,"M","SP",,,,,
"2018-01-02 05:27:37","e555e70eeb6c0c86026c315bdf390f1d67d68389b27fe475c74aae6446bc1db2",125053376,"Processador de Alimentos Philips Viva Preto e Vermelho RI7632 3 em 1 com 2 velocidades e Pulsar - 650W","philips walita","Eletroportáteis","Mixer e Processador de Alimentos","não recomendo",1,"No","Recebi o produto com umas das lâminas quebrada, somente o liquidificador funcionou, tive muita dificuldade ao fazer a troca das lâminas, elas agarram muito no disco, podendo causar algum acidente (cortar a mão) durante esse processo.",1980,"F","MG",,,,,
"2018-01-02 05:31:31","c86e7fc138e2fa2515c920ebe595c80c377e3a2d594031505245c5f27b67d828",130921481,"Smartphone Samsung Galaxy A5 Dual Chip Android 6.0 Tela 5.2"" Octa-Core 1.9GHz 32GB 4G Câmera 16MP - Dourado","samsung","Celulares e Smartphones","Smartphone","Bom, gostei do produto.",3,"Yes","Muito bom, recebi em dia meu pedido. Tive apenas uma chateação com a transportadora mais foi resolvido.",1995,"F","CE",,,,,
"2018-01-02 05:33:37","5f7184beddf48e1861f164d3c4ab22bc3637ce3e337f227985673e6a59d2b104",17387037,"Caixa De Som Com Fm, Usb E Cartão Sd Edifier Xm6pf 48w Rms - Bivolt","null","Informática e Acessórios","Proteção Elétrica","O produto é excelente, o que não presta é o Marketplace...",5,"Yes","Como pode ter indisponibilidade se no dia da compra tinha para pronta entrega ? no dia 21 entrei no site do Submarino e do próprio parceiro e o produto estava à venda e não indisponível, além do mais o parceiro Marketplace PRIME IN HEADPHONES mentiu informando que eu cancelei a compra, está vendendo produtos que não tem, uma empresa que age assim não tem comprometimento com o cliente e suja o bom nome do Submarino, vocês não precisam de parceiros assim... fico até receoso em comprar no site do Submarino...",1959,"M","RJ",,,,,
"2018-01-02 05:33:47","088ff157ada5b291c9736ae5f9f75be03f95246b9b2c3c8c2f938c4fdb22fb88",131765847,"Smart TV LED 49"" LG 49UJ6525 Com Conversor Digital 4 HDMI 2 USB Painel Ips, Hdr e Magic Mobile","lg","TV e Home Theater","TV","superou todas as espectativas",5,"Yes","ótimo produto, tudo dentro do prometido! entrega rápida recebi o produto  antes do prazo estimado.",1991,"M","PR",,,,,
"2018-01-02 05:38:21","e4c483b42cd5df5a2a24a4e196b03ba4b1d93a258788448e724fc6fca8ddb99c",129779588,"Livro - Box Série Crossfire (5 Volumes)","null","Livros","Literatura Estrangeira","Adorei Crossfire",5,"Yes","Maravilhoso estes livros....é envolvente, sedutor, picante e muito romântico, adoro Sylvia Day, muito bom!!!",1980,"F","SC",,,,,
"2018-01-02 05:39:15","f183d5b17fcdecfa403742bfda85317a3da3e05a027c8bb427accc79a370393e",131471591,"Smart TV LED 40"" Toshiba 40L2600 Full HD com Conversor Digital 3 HDMI 2 USB Wi-Fi 60Hz - Preta","semp toshiba","TV e Home Theater","TV","Qualidade ótima.",3,"Yes","Produto de excelente qualidade e entrega com boa qualidade do fornecedor...",1975,"F","SP",,,,,
"2018-01-02 05:39:19","51aec8fc116ab325238eec4847732c0fb63fff0360bfbf3df7af0d7367f3fd9b",8412254,"Plataforma Vibratória Com Haste De Apoio - Mor","null","Esporte e Lazer","Pilates e Yoga","Gostei muito do produto",4,"Yes","Gostei muito do produto e o recomendaria para os meus amigos e familiares",1961,"F","MG",,,,,
"2018-01-02 05:40:27","f4f03023335b6a1dd52dd3b4ed540abaf673e6653db659544071db040783da91",129361190,"Microsoft Office 365 Home: 5 Licenças (PC, Mac, Android e IOS) + 1 TB de HD virtual para cada licença","microsoft","Informática e Acessórios","Software","Office 365",5,"Yes","Melhor preço nas Americanas. Impossivel trabalhar sem Office hoje em dia",1967,"M","RJ",,,,,
"2018-01-02 05:40:47","d7bd8af113d6ec20553c6b05761b7f819c0f279da9fe781049b3b53d164fba64",28390625,"Areia De Modelar Divertida Colors 280G Com 4 Potes","null","Brinquedos","Playground","faz muita sujeira",3,"No","não compraria novamente, pois minha filha é muito alérgica e não vai poder continuar brincando. Pedi porque não conhecia e porque ela pediu este brinquedo para o papai noel.",1974,"F","RJ",,,,,
"2018-01-02 05:40:48","f183d5b17fcdecfa403742bfda85317a3da3e05a027c8bb427accc79a370393e",124777452,"Batedeira Planetária Arno Deluxe SX82 8 Velocidades Preto - 300W","arno","Eletroportáteis","Batedeira e Acessórios","Ótimo produto",4,"Yes","Produto excelente e com entrega boa pelo fornecedor..",1975,"F","SP",,,,,
"2018-01-02 05:40:52","29e0925e5288bbdf70114d5f6eaaf42f1c686008eb27473e1bbf40c84539b7f3",22566207,"Caneca Mágica Dragon Ball Goku Evolution","null","Utilidades Domésticas","Copos, Taças e Canecas","Caneca Dragon Ball",5,"Yes","Produto muito bom, chegou antes do prazo e funciona perfeitamente.",1988,"F","SP",,,,,
"2018-01-02 05:40:57","b0b76c74c0834b8e5eb10345107f37acd52205d417aa10a28a6e6505920ce8db",26681493,"Papel Vergê A4 120gr 210x297 C/100 Folhas Berilo Creme - Jotapel","null","Papelaria","null","Avaliação do produto",4,"Yes","Muito bom, gostei da qualidade do papel, entrega rápida também. Obrigada!",1971,"F","SP",,,,,
"2018-01-02 05:42:59","d7bd8af113d6ec20553c6b05761b7f819c0f279da9fe781049b3b53d164fba64",16856864,"Chapinha Nano Titanium Profissional Ate 450°f - BIVOLT - Rosa","null","Beleza e Perfumaria","Cabelo","Péssimo produto",1,"No","Eu não imaginava que americanas vendia produtos piratas, esta prancha e falsa de péssima qualidade e não esquenta. Fiquei frustada e extremamente chateada.",1974,"F","RJ",,,,,
"2018-01-02 05:43:19","8c9a428e4aedfd61aaca343021d660a966db386da67c4612f945dfb82432105c",119371001,"Kit Aparador de Pelos Philips Multigroom QG3339/15 Bateria Recarregável 12W","philips","Beleza e Perfumaria","Barbearia","ÓTIMO PRODUTO",5,"Yes","ÓTIMO PRODUTO, ENTREGA CONFORME COMBINADO. RECOMENDO...",1988,"M","SP",,,,,
"2018-01-02 05:45:09","9f686971dcf668c976c1c925961ddb256367afd6614923398bcd3a5070f280d0",12566848,"Controle Com Fio Xbox 360 Pc Computador 2 metros Cabo USB X-box Notebook","null","Games","Acessórios Consoles Clássicos","Não Recomendo",1,"No","Os botões analogicos param de funcionar com menos de um mes de uso.",1995,"M","SP",,,,,
"2018-01-02 05:45:26","f0900c0dc6656f03e578bb3350e81c656b41b4e94fe0b72833907d7e7519bf50",7494878,"Barbeador Philips AquaTouch Plus AT891/14","philips","Beleza e Perfumaria","Barbearia","Barbeador",5,"Yes","Excelente barbeador. Atendeu as expectativas. Fácil manuseio.",1990,"F","MG",,,,,
"2018-01-02 05:45:45","51774188ea744fc4d27b0635476e8f27110c1619ef69ba3685ca8ce7982eb2a9",11667582,"Maquina De Corte Super Taper Branca/Preta 110v Wahl","null","Beleza e Perfumaria","Cabelo","Produto fora das especificações Brasileira e sem NF",1,"No","1) A código da nota fiscal segundo o site da fazenda (link) necessita de 44 números e o informado por vcs via e-mail possui 40, portanto não consegui visualizar a NF.  2) A máquina em questão não possui tomada padrão (Brasil), não tem selo do INMETRO nem no produto e nem na caixa. Aparentemente é ""falso""!!!  E segundo site da própria Wahl;  ""Fornecemos até 2 anos de garantia nos produtos comercializados pela Wahl Brasil, não dando suporte técnico e garantia a produtos que não são originais e/ou não tenham certificado INMETRO e/ou não são comercializados pela Wahl Brasil."" (http://wahlglobal.com/brazil/hairstyling/wahl-legal.html).  Comprei produto na confiança e garantia da marca Americana e recebo um produto aparentemente falso ou pelo menos fora dos padrões brasileiro.",1969,"M","SP",,,,,
"2018-01-02 05:45:49","f6385356d93f9e0a1afde1f40417428fc67cb904ab3c64737d1d36b387de0f42",12972815,"Porta Condimentos Temperos, 12 Potes Base Giratoria Inox - 2278","null","Utilidades Domésticas","Utensílios e Acessórios Domésticos","Não recebi",1,"No","Ainda não recebi não, quando foi entregue? Ainda não recebi não, quando foi entregue? Ainda não recebi não, quando foi entregue? Ainda não recebi não, quando foi entregue?",1980,"F","SP",,,,,
"2018-01-02 05:46:00","df64d35c8a613d698aaf12e2e36e2ebc0441078f2fff0a0b6a03c8b0a0ece78a",125768030,"Smartphone LG K10 Dual Chip Android 6.0 Marshmallow Tela 5.3"" 16GB 4G Câmera 13MP TV Digital - Dourado","lg","Celulares e Smartphones","Smartphone","Avaliação LG K10",2,"No","O aparelho apresenta bastante inércia nas atividades, pouco alcance na conectividade da tv, dificuldades na digitação principalmente ao ligar...  O aparelho antiga LG PRIME era excelente. Só adquiri um novo porque sua tela rachou com uma queda depois de tres anos de uso contínuo sem qualquer problemas ou insatisfações.  Desde ja agradeço o espaço e aguardo uma resposta para a minha opinião. Atte Marise Rosa",1973,"F","RJ",,,,,
"2018-01-02 05:46:15","ff8698e9516945e502529a2fd470ef94a964773da3ac827eb29f226d3bbdaa28",129542708,"Smartphone Samsung Galaxy J7 Prime Dual Chip Android Tela 5.5"" 32GB  4G Câmera 13MP - Preto","samsung","Celulares e Smartphones","Smartphone","Estou satisfeito com o produto",4,"Yes","Fiquei satisfeito com a compra, bom produto e entrega antes do prazo previsto.",1965,"M","SC",,,,,
"2018-01-02 05:46:37","82535103953f0d4542246e4a80f68902ff4fffc93a6f0577242e0c7b00aebab2",22562178,"Copo Acrílico Com Canudo 500ml Rocie","null","Utilidades Domésticas","Copos, Taças e Canecas","QUE COPO É ESSE?",1,"No","Tem ouro na p@%& desse copo? Estão doidos? Conserta isso aí...",1972,"M","PA",,,,,
"2018-01-02 05:46:46","e4fd240967e5aea3be9b14e386d96d7b54320c740160565f22a5a0e43f805dc2",9641080,"Arte Do Cinema, A: Uma Introdução","null","Livros","Comunicação e Linguística","Gostei",5,"No","Gostei muito do produto Sempre compro na Americanas.com!!!",1973,"M","PA",,,,,
"2018-01-02 05:48:35","16c12dc699efbc98f4a64e8ca3f70288628128511e75d895842507e78ae62557",132471146,"Livro - Vade Mecum Método - Legislação","null","Livros","Direito","Amei o produto!",5,"Yes","Melhor Vade Mecum que já comprei! Possui uma fonte boa, índice remissivo muito bom, em síntese, é perfeito!",1992,"F","RS",,,,,
"2018-01-02 05:48:43","59464e7ce699c20f8803799f646dbd99139718b4d77576d305eb463ed10a4b5e",132444092,"Smartphone Motorola Moto G 5S Dual Chip Android 7.1.1 Nougat Tela 5.2"" Snapdragon 430 32GB 4G Câmera 16MP - Platinum","null","Celulares e Smartphones","Smartphone","Gostei Muito!",5,"Yes","Excelente, rápido, não perde em nada pra Samsung! Recomendo o celuar motorola",1984,"F","SP",,,,,
"2018-01-02 05:49:09","7bb2216c89da8373f2156e3e3c128338de51b72372528324642e1dfc93054fbe",19724004,"Tenda Gazebo De Praia E Camping Com Função Max Sombra Poseidon Zaka 2,3m X 3,3m","null","Esporte e Lazer","Camping","Prática",5,"Yes","A montagem é possível com apenas uma pessoal, produto de qualidade e quando desmontada ocupa pouco espaço. Mais prática que ela só a articulável, porém ocupa muito espaço.",1981,"M","SP",,,,,
"2018-01-02 05:50:48","f93ae4ee96b45803356cd38bfa720f4f1e75fc2108901bda71a50fde9a49b9d1",14299591,"Assento Sanitário Almofadado Alumasa Preto","null","Casa e Construção","Ferragem","Gostei do produto",4,"Yes","recebi o produto no prazo e o produto e bom, kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk",1959,"M","SP",,,,,
"2018-01-02 05:51:08","4c60a4c313392e9e78930dac4a9b48ad440fc611f89a8e922a1f2cfb0c0e8a13",127366851,"Livro - Sala de Aula Invertida","null","Livros","Comunicação e Linguística","Demora demais",4,"Yes","Não compraria novamente aqui, pois o prazo de entrega é fossilizante.",1983,"M","PB",,,,,
"2018-01-02 05:51:51","727763c69e72484a6a6e7b2bd1d9e17cc47b691d608c1b75281193120b114c1a",132774884,"Liquidificador Mondial L-1000 WI Turbo 3L 12 Velocidades Inox Branco - 1000W","null","Eletroportáteis","Liquidificador e Acessórios","Produto Excelente",5,"Yes","Gostei muito do produto porque atende as necessidades de uma familia grande e não apresenta problemas no uso a que se destina.",1973,"F","SP",,,,,
"2018-01-02 05:53:35","5b5b9f872462e2528b4ad1c46b3802f4d603b1160ff77f7adcc90f03a2864ad6",112108374,"Medidor de Pressão Arterial Automático de Braço - HEM 7113 - Omron","null","Saúde","Medidores e Testes","Produto acima das espectativas...",5,"Yes","Super satisfeito com o produto e todas as condições periféricas!",1959,"M","SP",,,,,
"2018-01-02 05:54:22","ece0897d05e87a527520ae94e030f80aeac094d535f19902cf0579c354eef33b",28010069,"kit 01 completo acrigel com Lixa elétrica e Cabine de secagem 32w","null","Beleza e Perfumaria","Unha","muito bom",3,"Yes","Era o que eu estava aguardando mesmo.Indico e estou bastante satisfeita.",1979,"F","SP",,,,,
"2018-01-02 05:54:55","5b54c321bb77779c79405b00386b5ca8d83be4f217caea31d0e226cdb9c43274",7403936,"Faqueiro Aço Inox Laguna 91 Peças - Tramontina","tramontina","Utilidades Domésticas","Pratos e Talheres","Atendeu bem as necessidades.",3,"Yes","Boa qualidade e apresentação. Recomendo a todos que optarem pela marca.",1961,"M","RJ",,,,,
"2018-01-02 05:55:38","727188d4bf59ab92d5ec6d4d35ceaadf23e1b550e742d9ca9912a3ed112e39a5",27153832,"Brinquedo Para Bebe Galinha Pintadinha Livro Sonoro","null","Brinquedos","Bonecos","excelente",5,"Yes","Muito bom mesmo , adorei, chegou no prazo e o atendimento é ótimo , recomendo",1971,"F","MS",,,,,
"2018-01-02 05:56:23","3b1dbec74c3965d8dbb34af8bdefeb6dc4821b43229e881fa5df44fa8f1ee89b",131916668,"Smart TV LED 40"" Philco PH40F10DSGWAC Full HD com Conversor Digital 2 HDMI 2 USB Wi-Fi","philco","TV e Home Theater","TV","Bom!",4,"Yes","Produto atendeu minhas expectativas. Gostei muito! Também a entrega foi dentro do prazo.",1965,"F","RJ",,,,,
"2018-01-02 05:56:50","889c07e9484a558bf3b27e8860649221df6db0795c06f01acae5d5ecf2c38136",11482517,"Cabo Ultratop Nuc Cubi Liva Centrium 23411 Cabo Mini Hdmi Macho Para Hdmi Macho 1,8 M","null","Informática e Acessórios","Cabos e Adaptadores","o produto veio errado não seria esse cabo que necessito o que preciso e o cabo hdmi da tv para o imac",1,"No","O produto veio errado o cabo que necessito e de hdmi da tv para o computador",1973,"M","RJ",,,,,
